product_slug,product_name,product_id,sku,reference_sku_private,mpn,mpn_status,brand,category,gtin,gtin_status,gtin_checksum_status,reference_price_private,currency,reference_availability_private,selling_price,availability,product_url,image_url,description,seller_brand,seller_legal_name,merchant_approved
autodesk-vehicle-tracking,AUTODESK VEHICLE TRACKING,LP-FFA8370579,LP-FFA8370579,AD300ED,AD300ED,assignment_unverified,Autodesk,AUTODESK,7443539754755,assignment_unverified,valid,199,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-vehicle-tracking/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-autocad-plant-3d,AUTODESK AUTOCAD PLANT 3D,LP-D4EA691A35,LP-D4EA691A35,AD327KG,AD327KG,assignment_unverified,Autodesk,AUTODESK,7443539754762,assignment_unverified,valid,49,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-autocad-plant-3d/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-formit-pro,AUTODESK FORMIT PRO,LP-6AEE130ACC,LP-6AEE130ACC,AD362NE,AD362NE,assignment_unverified,Autodesk,AUTODESK,7443539754779,assignment_unverified,valid,69,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-formit-pro/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-aec,AUTODESK AEC,LP-282FF18CFA,LP-282FF18CFA,AD308DR,AD308DR,assignment_unverified,Autodesk,AUTODESK,7443539754786,assignment_unverified,valid,229,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-aec/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-autocad-mechanical,AUTODESK AUTOCAD MECHANICAL,LP-2020D72788,LP-2020D72788,AD362NE,AD362NE,assignment_unverified,Autodesk,AUTODESK,7443539754793,assignment_unverified,valid,35,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-autocad-mechanical/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-autocad-architecture,AUTODESK AUTOCAD ARCHITECTURE,LP-D39EE8500B,LP-D39EE8500B,AD903KV,AD903KV,assignment_unverified,Autodesk,AUTODESK,7443539854806,assignment_unverified,valid,49,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-autocad-architecture/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-autocad-electrical,AUTODESK AUTOCAD ELECTRICAL,LP-76D7024D2E,LP-76D7024D2E,AD307KM,AD307KM,assignment_unverified,Autodesk,AUTODESK,7443539854813,assignment_unverified,valid,49,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-autocad-electrical/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-autocad-mep,AUTODESK AUTOCAD MEP,LP-C0997FBEF2,LP-C0997FBEF2,AD300FB,AD300FB,assignment_unverified,Autodesk,AUTODESK,7443539854820,assignment_unverified,valid,59,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-autocad-mep/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-autocad-map-3d,AUTODESK AUTOCAD MAP 3D,LP-38B42B9D8D,LP-38B42B9D8D,AD374IKS,AD374IKS,assignment_unverified,Autodesk,AUTODESK,7443539854837,assignment_unverified,valid,39,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-autocad-map-3d/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodek-pdmc-collection,AUTODEK PDMC COLLECTION,LP-4AF5631F59,LP-4AF5631F59,AD307MR,AD307MR,assignment_unverified,Autodesk,AUTODESK,7443539854844,assignment_unverified,valid,199,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodek-pdmc-collection/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
canva-pro,CANVA PRO,LP-76205A98A5,LP-76205A98A5,CV523KU,CV523KU,assignment_unverified,Varie,ALTRO,7443539358335,assignment_unverified,valid,29.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/canva-pro/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-creative-cloud-2025,ADOBE CREATIVE CLOUD 2026,LP-132333FAC6,LP-132333FAC6,AD324M,AD324M,assignment_unverified,Adobe,ADOBE,7443539053025,assignment_unverified,valid,29,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-creative-cloud-2025/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-express-premium,ADOBE EXPRESS PREMIUM,LP-B83214B2E6,LP-B83214B2E6,AD538KI,AD538KI,assignment_unverified,Adobe,ADOBE,7443539053018,assignment_unverified,valid,39,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-express-premium/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-photoshop-2025-676,ADOBE PHOTOSHOP 2025,LP-D19488385B,LP-D19488385B,AD328KR,AD328KR,assignment_unverified,Adobe,ADOBE,7443539952991,assignment_unverified,valid,19.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-photoshop-2025-676/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-premiere-pro-2025,ADOBE PREMIERE PRO 2025,LP-A0E23879B8,LP-A0E23879B8,AD637OT,AD637OT,assignment_unverified,Adobe,ADOBE,7443539952984,assignment_unverified,valid,19.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-premiere-pro-2025/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-illustrator-2025,ADOBE ILLUSTRATOR 2025,LP-CBBF278EE0,LP-CBBF278EE0,AD387LK,AD387LK,assignment_unverified,Adobe,ADOBE,7443539952977,assignment_unverified,valid,19.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-illustrator-2025/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-acrobat-2025,ADOBE ACROBAT 2025,LP-1E19ABE168,LP-1E19ABE168,AD327EW,AD327EW,assignment_unverified,Adobe,ADOBE,7443539952960,assignment_unverified,valid,19.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-acrobat-2025/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-indesign-2025,ADOBE INDESIGN 2025,LP-94415D8B59,LP-94415D8B59,AD327KU,AD327KU,assignment_unverified,Adobe,ADOBE,7443539952953,assignment_unverified,valid,19.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-indesign-2025/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-lightroom-2025,ADOBE LIGHTROOM 2025,LP-45BDC7EA62,LP-45BDC7EA62,AD487EW,AD487EW,assignment_unverified,Adobe,ADOBE,7443539952946,assignment_unverified,valid,19.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-lightroom-2025/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-after-effect-2025,ADOBE AFTER EFFECT 2025,LP-AC0B769A28,LP-AC0B769A28,AD369FG,AD369FG,assignment_unverified,Adobe,ADOBE,7443539952939,assignment_unverified,valid,19.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-after-effect-2025/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-audition-2025,ADOBE AUDITION 2025,LP-AEC3984F89,LP-AEC3984F89,AD399EN,AD399EN,assignment_unverified,Adobe,ADOBE,7443539952922,assignment_unverified,valid,19.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-audition-2025/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-lightroom-classic-2025,ADOBE LIGHTROOM CLASSIC 2025,LP-40921524C8,LP-40921524C8,AD471JU,AD471JU,assignment_unverified,Adobe,ADOBE,7443539952908,assignment_unverified,valid,19.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-lightroom-classic-2025/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-dreamweaver-2025,ADOBE DREAMWEAVER 2025,LP-885CB687B4,LP-885CB687B4,AD745JY,AD745JY,assignment_unverified,Adobe,ADOBE,7443539852895,assignment_unverified,valid,19.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-dreamweaver-2025/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-animate-2025,ADOBE ANIMATE 2025,LP-5ED8388C64,LP-5ED8388C64,AD539DE,AD539DE,assignment_unverified,Adobe,ADOBE,7443539852888,assignment_unverified,valid,19.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-animate-2025/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-incopy-2025,ADOBE INCOPY 2025,LP-1CC5CD3C05,LP-1CC5CD3C05,AD655IU,AD655IU,assignment_unverified,Adobe,ADOBE,7443539852871,assignment_unverified,valid,19.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-incopy-2025/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-media-encoder-2025,ADOBE MEDIA ENCODER 2025,LP-D4FA12DF8E,LP-D4FA12DF8E,AD328KI,AD328KI,assignment_unverified,Adobe,ADOBE,7443539852857,assignment_unverified,valid,19.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-media-encoder-2025/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-fresco-2025,ADOBE FRESCO 2025,LP-9CB4929586,LP-9CB4929586,AD639II,AD639II,assignment_unverified,Adobe,ADOBE,7443539852840,assignment_unverified,valid,19.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-fresco-2025/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-dimension-2025,ADOBE DIMENSION 2025,LP-AEEDC7CCDD,LP-AEEDC7CCDD,AD632EW,AD632EW,assignment_unverified,Adobe,ADOBE,7443539852864,assignment_unverified,valid,19.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-dimension-2025/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-acrobat-standard,ADOBE ACROBAT STANDARD 2025,LP-E7C8360E34,LP-E7C8360E34,AD322KI,AD322KI,assignment_unverified,Adobe,ADOBE,7443539053032,assignment_unverified,valid,29.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-acrobat-standard/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2024-professional-plus-ltsc,MICROSOFT OFFICE 2024 LTSC PROFESSIONAL PLUS (PROMO SCHOOL),LP-44A7807131,LP-44A7807131,OF328KJ,OF328KJ,assignment_unverified,Microsoft,Microsoft Office 2024,7443539153138,assignment_unverified,valid,14.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2024-professional-plus-ltsc/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-10-pro-promo-school,MICROSOFT WINDOWS 10 PRO (PROMO SCHOOL),LP-3A6C0CB635,LP-3A6C0CB635,OF532PP,OF532PP,assignment_unverified,Microsoft,Microsoft Windows 10,7443539153145,assignment_unverified,valid,4.99,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-10-pro-promo-school/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-11-pro-promo-school,MICROSOFT WINDOWS 11 PRO (PROMO SCHOOL),LP-2E9C41E1B8,LP-2E9C41E1B8,WS525PR,QC-10534,assignment_unverified,Microsoft,Microsoft Windows 11,0889842905366,assignment_unverified,valid,7.99,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-11-pro-promo-school/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
coreldraw-technical-suite-2025,CORELDRAW TECHNICAL SUITE 2025,LP-F59361C21E,LP-F59361C21E,CRTECH25,CRTECH25,assignment_unverified,Corel Draw,COREL,7443539252206,assignment_unverified,valid,99,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/coreldraw-technical-suite-2025/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
coreldraw-graphics-suite-2025-windows-mac,CORELDRAW GRAPHICS SUITE 2025 (Windows - MAC),LP-7BAAEACC7B,LP-7BAAEACC7B,CR2025GRS,CR2025GRS,assignment_unverified,Corel Draw,COREL,0735163167023,assignment_unverified,valid,149,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/coreldraw-graphics-suite-2025-windows-mac/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
corel-pdf-fusion,COREL PDF FUSION,LP-B9B699077F,LP-B9B699077F,COPDFFU,COPDFFU,assignment_unverified,Corel Draw,COREL,735163116571,assignment_unverified,valid,19.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/corel-pdf-fusion/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
corel-painter-essentials-8,COREL PAINTER ESSENTIALS 8,LP-B6FCA6C5CC,LP-B6FCA6C5CC,COPT8ES,COPT8ES,assignment_unverified,Corel Draw,COREL,735163161427,assignment_unverified,valid,14.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/corel-painter-essentials-8/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
corel-photomirage,COREL PHOTOMIRAGE,LP-0C37038CA5,LP-0C37038CA5,CRPHMIRG,CRPHMIRG,assignment_unverified,Corel Draw,COREL,735163240047,assignment_unverified,valid,14.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/corel-photomirage/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
corel-aftershot-3,COREL AFTERSHOT 3 (Windows - Mac),LP-C7D422C928,LP-C7D422C928,CRAFTSHT,CRAFTSHT,assignment_unverified,Corel Draw,COREL,735163146950,assignment_unverified,valid,14.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/corel-aftershot-3/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
corel-videostudio-pro-x9,COREL VIDEOSTUDIO PRO X9,LP-81490B36C2,LP-81490B36C2,CRVSTPRO,CRVSTPRO,assignment_unverified,Corel Draw,COREL,735163146189,assignment_unverified,valid,14.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/corel-videostudio-pro-x9/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
corel-paintshop-pro-x9,COREL PAINTSHOP PRO X9,LP-7A633AC90A,LP-7A633AC90A,CRPNTPROX9,CRPNTPROX9,assignment_unverified,Corel Draw,COREL,735163146158,assignment_unverified,valid,39.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/corel-paintshop-pro-x9/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
corel-painter-2023-windows-mac,COREL PAINTER 2023 (Windows - Mac),LP-181266FB29,LP-181266FB29,CRPNT23,CRPNT23,assignment_unverified,Corel Draw,COREL,735163155655,assignment_unverified,valid,39,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/corel-painter-2023-windows-mac/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-after-effects-2026,ADOBE AFTER EFFECTS 2026,LP-8C499FE4F3,LP-8C499FE4F3,ADF26AA,ADF26AA,assignment_unverified,Adobe,ADOBE,1043321819608,assignment_unverified,valid,89,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-after-effects-2026/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-audition-2026,ADOBE AUDITION 2026,LP-41D0F3FBEC,LP-41D0F3FBEC,AUD854Q,AUD854Q,assignment_unverified,Adobe,ADOBE,0133890838634,assignment_unverified,valid,89,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-audition-2026/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-bridge-2026,ADOBE BRIDGE 2026,LP-0E1861F32B,LP-0E1861F32B,AD50BRI,AD50BRI,assignment_unverified,Adobe,ADOBE,7940265423516,assignment_unverified,valid,89,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-bridge-2026/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-character-animator-2026,ADOBE CHARACTER ANIMATOR 2026,LP-CFE86E8F84,LP-CFE86E8F84,AD36CHA,AD36CHA,assignment_unverified,Adobe,ADOBE,1615594078169,assignment_unverified,valid,89,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-character-animator-2026/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-fresco-2026,ADOBE FRESCO 2026,LP-77A202FE46,LP-77A202FE46,AD69FR,AD69FR,assignment_unverified,Adobe,ADOBE,1849593103410,assignment_unverified,valid,89,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-fresco-2026/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-illustrator-2026,ADOBE ILLUSTRATOR 2026,LP-29585C6495,LP-29585C6495,AD24ILL,AD24ILL,assignment_unverified,Adobe,ADOBE,3164752553416,assignment_unverified,valid,89,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-illustrator-2026/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-incopy-2026,ADOBE INCOPY 2026,LP-696B7E4825,LP-696B7E4825,AD63CPY,AD63CPY,assignment_unverified,Adobe,ADOBE,9283276483505,assignment_unverified,valid,89,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-incopy-2026/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-indesign-2026,ADOBE INDESIGN 2026,LP-3AD1CA5DEE,LP-3AD1CA5DEE,AD52SDN,AD52SDN,assignment_unverified,Adobe,ADOBE,3056413953768,assignment_unverified,valid,89,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-indesign-2026/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-media-encoder-2026,ADOBE MEDIA ENCODER 2026,LP-1DDB9AA3A4,LP-1DDB9AA3A4,AD35MDC,AD35MDC,assignment_unverified,Adobe,ADOBE,7242388496966,assignment_unverified,valid,89,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-media-encoder-2026/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-photoshop-2026,ADOBE PHOTOSHOP 2026,LP-3DAA59B62F,LP-3DAA59B62F,AD65PH6,AD65PH6,assignment_unverified,Adobe,ADOBE,5328710122696,assignment_unverified,valid,89,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-photoshop-2026/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-photoshop-elements-2026,ADOBE PHOTOSHOP ELEMENTS 2026,LP-0DE0E1648E,LP-0DE0E1648E,AD63PHL,AD63PHL,assignment_unverified,Adobe,ADOBE,1669784801846,assignment_unverified,valid,59,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-photoshop-elements-2026/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-premiere-pro-2026,ADOBE PREMIERE PRO 2026,LP-17704025A7,LP-17704025A7,AD52PRM,AD52PRM,assignment_unverified,Adobe,ADOBE,5146270482810,assignment_unverified,valid,89,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-premiere-pro-2026/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-premiere-elements-2026,ADOBE PREMIERE ELEMENTS 2026,LP-0167F5C578,LP-0167F5C578,AD52PRL,AD52PRL,assignment_unverified,Adobe,ADOBE,4893252880959,assignment_unverified,valid,59,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-premiere-elements-2026/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-acrobat-pro-2026,ADOBE ACROBAT PRO 2026,LP-CE62D1E1AF,LP-CE62D1E1AF,AD526ACR,AD526ACR,assignment_unverified,Adobe,ADOBE,7015430391171,assignment_unverified,valid,19.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-acrobat-pro-2026/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
coreldraw-technical-suite-2026,CORELDRAW TECHNICAL SUITE 2026,LP-7DDCF70278,LP-7DDCF70278,CR521PH,CR521PH,assignment_unverified,Corel Draw,COREL,1822782489632,assignment_unverified,valid,89,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/coreldraw-technical-suite-2026/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
coreldraw-graphics-suite-2026,CORELDRAW GRAPHICS SUITE 2026,LP-9BA0DBF29D,LP-9BA0DBF29D,CR52PHS,CR52PHS,assignment_unverified,Corel Draw,COREL,8346578713310,assignment_unverified,valid,89,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/coreldraw-graphics-suite-2026/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-autocad-2026,AUTODESK AUTOCAD 2026,LP-1182BAB97F,LP-1182BAB97F,AT51AU,AT51AU,assignment_unverified,Autodesk,AUTODESK,5098393010312,assignment_unverified,valid,59,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-autocad-2026/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-autocad-lt-2026,AUTODESK AUTOCAD LT 2026,LP-53DDED6EA5,LP-53DDED6EA5,AT52AUL,AT52AUL,assignment_unverified,Autodesk,AUTODESK,0518347382999,assignment_unverified,valid,49,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-autocad-lt-2026/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-autocad-2027,AUTODESK AUTOCAD 2027,LP-F7FA7E9C1B,LP-F7FA7E9C1B,AT52AU7,AT52AU7,assignment_unverified,Autodesk,AUTODESK,7376311656674,assignment_unverified,valid,69,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-autocad-2027/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-autocad-lt-2027,AUTODESK AUTOCAD LT 2027,LP-5AC4FB473F,LP-5AC4FB473F,AT52LT7,AT52LT7,assignment_unverified,Autodesk,AUTODESK,0106513338729,assignment_unverified,valid,59,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-autocad-lt-2027/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-revit-2026,AUTODESK REVIT 2026,LP-D2530083A8,LP-D2530083A8,AT52RV6,AT52RV6,assignment_unverified,Autodesk,AUTODESK,6247317810807,assignment_unverified,valid,69,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-revit-2026/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-revit-2027,AUTODESK REVIT 2027,LP-E879117D95,LP-E879117D95,AT51RV7,AT51RV7,assignment_unverified,Autodesk,AUTODESK,1326773602609,assignment_unverified,valid,79,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-revit-2027/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-pack-2025,ADOBE PACK 2025,LP-EABE2FE3A9,LP-EABE2FE3A9,AD51PK5,AD51PK5,assignment_unverified,Adobe,ADOBE,1326773695687,assignment_unverified,valid,149,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-pack-2025/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-pack-2026,ADOBE PACK 2026,LP-BA6CBE61F8,LP-BA6CBE61F8,AD52PK6,AD52PK6,assignment_unverified,Adobe,ADOBE,1326773659874,invalid_checksum,invalid,169,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-pack-2026/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
