product_slug,product_name,product_id,sku,reference_sku_private,mpn,mpn_status,brand,category,gtin,gtin_status,gtin_checksum_status,reference_price_private,currency,reference_availability_private,selling_price,availability,product_url,image_url,description,seller_brand,seller_legal_name,merchant_approved
microsoft-visio-professional-2024-windows,MICROSOFT VISIO PROFESSIONAL 2024 (WINDOWS),LP-06EB3B345D,LP-06EB3B345D,VI24S8,VI24S8,assignment_unverified,Microsoft,Home,0885370991253,assignment_unverified,valid,34.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-visio-professional-2024-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2024-home-and-business-mac,MICROSOFT OFFICE 2024 HOME AND BUSINESS (MAC),LP-6A2F0E2B49,LP-6A2F0E2B49,MC22B0,MC22B0,assignment_unverified,Microsoft,Home,0889842095920,assignment_unverified,valid,28.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2024-home-and-business-mac/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2024-home-and-business-windows,MICROSOFT OFFICE 2024 HOME AND BUSINESS (WINDOWS),LP-0D2EA57ECC,LP-0D2EA57ECC,HB20W4,HB20W4,assignment_unverified,Microsoft,Home,0885370455045,assignment_unverified,valid,39.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2024-home-and-business-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-server-2025-standard,MICROSOFT WINDOWS SERVER 2025 STANDARD,LP-816F69E65B,LP-816F69E65B,ST885M,ST885M,assignment_unverified,Microsoft,Home,0889842167597,assignment_unverified,valid,28.2,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-server-2025-standard/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-server-2025-datacenter,MICROSOFT WINDOWS SERVER 2025 DATACENTER,LP-628CE2730E,LP-628CE2730E,DT220S,DT220S,assignment_unverified,Microsoft,Home,0889842769722,assignment_unverified,valid,29.6,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-server-2025-datacenter/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-server-2025-essential,MICROSOFT WINDOWS SERVER 2025 ESSENTIAL,LP-3CEA46F757,LP-3CEA46F757,ES22M0,ES22M0,assignment_unverified,Microsoft,Home,4059595728321,assignment_unverified,valid,59.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-server-2025-essential/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-server-2025-10-user-cals,MICROSOFT WINDOWS SERVER 2025 - 10 USER CALS,LP-0E35A0A1F8,LP-0E35A0A1F8,US24T8,US24T8,assignment_unverified,Microsoft,Home,0783555063873,assignment_unverified,valid,90.99,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-server-2025-10-user-cals/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-server-2025-10-device-cals,MICROSOFT WINDOWS SERVER 2025 - 10 DEVICE CALS,LP-361375A8A1,LP-361375A8A1,DV252C,DV252C,assignment_unverified,Microsoft,Home,0889488478613,assignment_unverified,valid,90.99,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-server-2025-10-device-cals/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
windows-server-2025-10-rds-device-cals,WINDOWS SERVER 2025 - 10 RDS DEVICE CALS,LP-2F679AF5AD,LP-2F679AF5AD,WSR025,WSR025,assignment_unverified,Microsoft,Home,5060987820812,assignment_unverified,valid,104.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/windows-server-2025-10-rds-device-cals/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-server-2022-essential,MICROSOFT WINDOWS SERVER 2022 ESSENTIAL,LP-D4EC7C263F,LP-D4EC7C263F,SS22V0,SS22V0,assignment_unverified,Microsoft,Home,0889842140378,assignment_unverified,valid,39.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-server-2022-essential/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-access-2024-windows,MICROSOFT ACCESS 2024 (WINDOWS),LP-DF91779A5D,LP-DF91779A5D,MA24S0,MA24S0,assignment_unverified,Microsoft,Home,8720254950082,duplicate_conflict,valid,29.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-access-2024-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-excel-2024-windows,MICROSOFT EXCEL 2024 (WINDOWS),LP-EC5B1D69F2,LP-EC5B1D69F2,XC24E0,XC24E0,assignment_unverified,Microsoft,Home,9798877325715,assignment_unverified,valid,29.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-excel-2024-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-excel-2024-mac,MICROSOFT EXCEL 2024 (MAC),LP-C366BDFFC8,LP-C366BDFFC8,MC20T4,MC20T4,assignment_unverified,Microsoft,Home,9798872526407,assignment_unverified,valid,29.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-excel-2024-mac/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-powerpoint-2024-windows,MICROSOFT POWERPOINT 2024 (WINDOWS),LP-CE279B72D3,LP-CE279B72D3,PW20O4,PW20O4,assignment_unverified,Microsoft,Home,9798502155922,assignment_unverified,valid,29.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-powerpoint-2024-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-powerpoint-2024-mac,MICROSOFT POWERPOINT 2024 (MAC),LP-F436253821,LP-F436253821,PP20T4,PP20T4,assignment_unverified,Microsoft,Home,9783832855543,assignment_unverified,valid,29.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-powerpoint-2024-mac/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
word-2024-windows,MICROSOFT WORD 2024 (WINDOWS),LP-B12918BAE5,LP-B12918BAE5,WOD024,WOD024,assignment_unverified,Microsoft,Home,8720938276309,assignment_unverified,valid,29.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/word-2024-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
word-2024-mac,MICROSOFT WORD 2024 (MAC),LP-DDDAE682A3,LP-DDDAE682A3,WRD004,WRD004,assignment_unverified,Microsoft,Home,8720938276316,assignment_unverified,valid,29.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/word-2024-mac/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-onenote-2024-windows,MICROSOFT ONENOTE 2024 (WINDOWS),LP-3F100FAB5C,LP-3F100FAB5C,NT24O,NT24O,assignment_unverified,Microsoft,Home,0132017862835,assignment_unverified,valid,25.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-onenote-2024-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-onenote-2024-mac,MICROSOFT ONENOTE 2024 (MAC),LP-FDFAF3256C,LP-FDFAF3256C,MO20T4,MO20T4,assignment_unverified,Microsoft,Home,9781867470915,duplicate_conflict,valid,25.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-onenote-2024-mac/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-word-2016-windows,MICROSOFT WORD 2016 (WINDOWS),LP-68C6541D04,LP-68C6541D04,WOD216,WOD216,assignment_unverified,Microsoft,Home,2940154921852,assignment_unverified,valid,9.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-word-2016-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-word-2016-mac,MICROSOFT WORD 2016 (MAC),LP-2764BAEB9E,LP-2764BAEB9E,WRD016,WRD016,assignment_unverified,Microsoft,Microsoft Word,9783954312887,assignment_unverified,valid,9.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-word-2016-mac/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-powerpoint-2016-windows,MICROSOFT POWERPOINT 2016 (WINDOWS),LP-C7914BAD65,LP-C7914BAD65,PWP016,PWP016,assignment_unverified,Microsoft,Microsoft Powerpoint,7081445269491,assignment_unverified,valid,9.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-powerpoint-2016-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-powerpoint-2016-mac,MICROSOFT POWERPOINT 2016 (MAC),LP-613D30CCD1,LP-613D30CCD1,PWP216,PWP216,assignment_unverified,Microsoft,Home,8720938276248,assignment_unverified,valid,9.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-powerpoint-2016-mac/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-powerpoint-2019-windows,MICROSOFT POWERPOINT 2019 (WINDOWS),LP-B5B64C6815,LP-B5B64C6815,PPT019,PPT019,assignment_unverified,Microsoft,Home,0018527502891,assignment_unverified,valid,14.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-powerpoint-2019-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-excel-2016-windows,MICROSOFT EXCEL 2016 (WINDOWS),LP-F20AC2A02F,LP-F20AC2A02F,EXL016,EXL016,assignment_unverified,Microsoft,Home,9781119202066,assignment_unverified,valid,9.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-excel-2016-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-excel-2016-mac-6590,MICROSOFT EXCEL 2016 (MAC),LP-4A778FD8DF,LP-4A778FD8DF,EXL616,EXL616,assignment_unverified,Microsoft,Home,8720938276286,assignment_unverified,valid,9.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-excel-2016-mac-6590/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-3ds-max-2025,AUTODESK 3DS MAX 2025,LP-71AB8DAE09,LP-71AB8DAE09,25DS3M,25DS3M,assignment_unverified,Autodesk,Home,9781630576783,assignment_unverified,valid,49.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-3ds-max-2025/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autocad-revit-2024,AUTOCAD REVIT 2024,LP-786C1F4CFA,LP-786C1F4CFA,LR24V02,LR24V02,assignment_unverified,Autodesk,Home,9780997024906,assignment_unverified,valid,99,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autocad-revit-2024/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
coreldraw-technical-suite-2024-windows,CORELDRAW TECHNICAL SUITE 2024 (WINDOWS),LP-5043D9085F,LP-5043D9085F,20CRW0,20CRW0,assignment_unverified,Corel Draw,Home,4748364701794,assignment_unverified,valid,59,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/coreldraw-technical-suite-2024-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autocad-revit-2025,AUTOCAD REVIT 2025,LP-779E516D54,LP-779E516D54,AT25R0,AT25R0,assignment_unverified,Autodesk,Home,0093988705463,assignment_unverified,valid,109,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autocad-revit-2025/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autocad-revit-2022,AUTOCAD REVIT 2022,LP-DF2E27AD89,LP-DF2E27AD89,GB29M2,GB29M2,assignment_unverified,Autodesk,Home,9783747503645,assignment_unverified,valid,69,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autocad-revit-2022/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
upgrade1,Upgrade a Licenza Perpetua,LP-978C443595,LP-978C443595,ORD516,ORD516,assignment_unverified,Varie,Home,,missing,missing,10,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/upgrade1/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2021-professional-plus-promo-school,MICROSOFT OFFICE 2021 LTSC PROFESSIONAL PLUS (PROMO SCHOOL),LP-6E0BA86535,LP-6E0BA86535,PRD615,OFFICE2021,assignment_unverified,Microsoft,Microsoft Office 2021,0889842856354,assignment_unverified,valid,7.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2021-professional-plus-promo-school/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
parallels-desktop-20-standard-mac,PARALLELS DESKTOP 20 STANDARD (MAC),LP-91280B147C,LP-91280B147C,DS20P1,DS20P1,assignment_unverified,Varie,ALTRO,4749109870188,assignment_unverified,valid,89,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/parallels-desktop-20-standard-mac/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-outlook-2024-windows,MICROSOFT OUTLOOK 2024 (WINDOWS),LP-84D622D9E3,LP-84D622D9E3,OUT024,OUT024,assignment_unverified,Microsoft,Home,8721098483743,assignment_unverified,valid,29,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-outlook-2024-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-outlook-2024-mac,MICROSOFT OUTLOOK 2024 (MAC),LP-E7016C50A0,LP-E7016C50A0,OTM024,OTM024,assignment_unverified,Microsoft,Microsoft Office Outlook,8721098483781,assignment_unverified,valid,29,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-outlook-2024-mac/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
wondershare-pdfelement-11-mac,WONDERSHARE PDFelement 11 (MAC),LP-7B99E6A773,LP-7B99E6A773,WS11PDF,WS11PDF,assignment_unverified,Varie,ALTRO,7443539660612,duplicate_conflict,valid,29,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/wondershare-pdfelement-11-mac/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-acrobat-2024,Adobe Acrobat 2024,LP-1677CDA66A,LP-1677CDA66A,#ACR2024MAC,#ACR2024MAC,assignment_unverified,Adobe,ADOBE,7443539460489,assignment_unverified,valid,49,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-acrobat-2024/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
adobe-photoshop-2025,ADOBE PHOTOSHOP 2025,LP-ED5C9BC7EA,LP-ED5C9BC7EA,PHSHO25,PHSHO25,assignment_unverified,Adobe,ADOBE,7443539660612,duplicate_conflict,valid,42,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/adobe-photoshop-2025/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-contruction-cloud,AUTODESK CONTRUCTION CLOUD,LP-55899868DD,LP-55899868DD,ADCLOUD,ADCLOUD,assignment_unverified,Autodesk,AUTODESK,7443539354344,assignment_unverified,valid,79,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-contruction-cloud/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-tutte-le-apps,AUTODESK - TUTTE LE APPS,LP-5FBB87ED64,LP-5FBB87ED64,ADALLPP,ADALLPP,assignment_unverified,Autodesk,AUTODESK,7443539354351,assignment_unverified,valid,899,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-tutte-le-apps/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-3ds-max,AUTODESK 3DS MAX,LP-BE7CB0FC82,LP-BE7CB0FC82,AD3DSMAX,AD3DSMAX,assignment_unverified,Autodesk,AUTODESK,7443539454402,assignment_unverified,valid,39,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-3ds-max/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-advance-steel,AUTODESK ADVANCE STEEL,LP-BDB7F3F789,LP-BDB7F3F789,ADADVSTE,ADADVSTE,assignment_unverified,Autodesk,AUTODESK,7443539354399,assignment_unverified,valid,39,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-advance-steel/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-alias-autostudio,AUTODESK ALIAS AUTOSTUDIO,LP-F177B3761E,LP-F177B3761E,ADALASDT,ADALASDT,assignment_unverified,Autodesk,AUTODESK,7443539354382,assignment_unverified,valid,69,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-alias-autostudio/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-arnold,AUTODESK ARNOLD,LP-12610C5B47,LP-12610C5B47,AD52AR,AD52AR,assignment_unverified,Autodesk,AUTODESK,7443539354375,assignment_unverified,valid,39,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-arnold/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-autocad,AUTODESK AUTOCAD,LP-9A57EE8A7D,LP-9A57EE8A7D,AD511DD,AD511DD,assignment_unverified,Autodesk,AUTODESK,7443539354368,assignment_unverified,valid,49,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-autocad/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-autocad-web,AUTODESK AUTOCAD WEB,LP-FF7A5F00ED,LP-FF7A5F00ED,AD220SD,AD220SD,assignment_unverified,Autodesk,AUTODESK,7443539454433,assignment_unverified,valid,39,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-autocad-web/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-autocad-lt,AUTODESK AUTOCAD LT,LP-CCB31F3A28,LP-CCB31F3A28,AD536DT,AD536DT,assignment_unverified,Autodesk,AUTODESK,7443539454440,assignment_unverified,valid,35,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-autocad-lt/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-cfd-ultimate,AUTODESK CFD ULTIMATE,LP-34AEC5AEC3,LP-34AEC5AEC3,AD253ED,AD253ED,assignment_unverified,Autodesk,AUTODESK,7443539454457,assignment_unverified,valid,349,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-cfd-ultimate/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-inventor,AUTODESK INVENTOR,LP-E7101ECDCD,LP-E7101ECDCD,AD741EF,AD741EF,assignment_unverified,Autodesk,AUTODESK,7443539454464,assignment_unverified,valid,49,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-inventor/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-powershape-ultimate,AUTODESK POWERSHAPE ULTIMATE,LP-2332FA123A,LP-2332FA123A,AD239EW,AD239EW,assignment_unverified,Autodesk,AUTODESK,7443539454471,assignment_unverified,valid,69,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-powershape-ultimate/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-civil-3d,AUTODESK CIVIL 3D,LP-FAAAEC3D0F,LP-FAAAEC3D0F,AD563TK,AD563TK,assignment_unverified,Autodesk,AUTODESK,7443539454488,assignment_unverified,valid,39,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-civil-3d/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-fabrication,AUTODESK FABRICATION,LP-FBF3D89659,LP-FBF3D89659,AD958ER,AD958ER,assignment_unverified,Autodesk,AUTODESK,7443539454495,assignment_unverified,valid,59,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-fabrication/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-factory-design-utilities,AUTODESK FACTORY DESIGN UTILITIES,LP-DF81AB98D4,LP-DF81AB98D4,AD294KJ,AD294KJ,assignment_unverified,Autodesk,AUTODESK,7443539554508,assignment_unverified,valid,69,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-factory-design-utilities/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-flame,AUTODESK FLAME,LP-B9127DFE41,LP-B9127DFE41,AD095JU,AD095JU,assignment_unverified,Autodesk,AUTODESK,7443539554515,assignment_unverified,valid,49,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-flame/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-forma,AUTODESK FORMA,LP-A95B03A082,LP-A95B03A082,AD257FM,AD257FM,assignment_unverified,Autodesk,AUTODESK,7443539554522,assignment_unverified,valid,189,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-forma/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-fusion-360,AUTODESK FUSION 360,LP-42D140FFC1,LP-42D140FFC1,AD247PO,AD247PO,assignment_unverified,Autodesk,AUTODESK,7443539554539,assignment_unverified,valid,39,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-fusion-360/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-hsmworks-ultimate,AUTODESK HSMWORKS ULTIMATE,LP-47234E9172,LP-47234E9172,AD273LO,AD273LO,assignment_unverified,Autodesk,AUTODESK,7443539554546,assignment_unverified,valid,69,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-hsmworks-ultimate/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-infraworks,AUTODESK INFRAWORKS,LP-3540A00AE3,LP-3540A00AE3,AD273LF,AD273LF,assignment_unverified,Autodesk,AUTODESK,7443539554553,assignment_unverified,valid,199,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-infraworks/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-maya,AUTODESK MAYA,LP-9FE8618412,LP-9FE8618412,AD534HJ,AD534HJ,assignment_unverified,Autodesk,AUTODESK,7443539554577,assignment_unverified,valid,39,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-maya/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-moldflow-insight,AUTODESK MOLDFLOW INSIGHT,LP-BBDABB7EC7,LP-BBDABB7EC7,AD307KU,AD307KU,assignment_unverified,Autodesk,AUTODESK,7443539554584,assignment_unverified,valid,399,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-moldflow-insight/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-motion-builder,AUTODESK MOTION BUILDER,LP-8EE534457E,LP-8EE534457E,AD637BR,AD637BR,assignment_unverified,Autodesk,AUTODESK,7443539554591,assignment_unverified,valid,179,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-motion-builder/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-mudbox,AUTODESK MUDBOX,LP-EAE64AEA9A,LP-EAE64AEA9A,AD529KD,AD529KD,assignment_unverified,Autodesk,AUTODESK,7443539654604,assignment_unverified,valid,29,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-mudbox/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-navisworks-manage,AUTODESK NAVISWORKS MANAGE,LP-83ED0FE945,LP-83ED0FE945,FR324YG,FR324YG,assignment_unverified,Autodesk,AUTODESK,7443539654611,assignment_unverified,valid,49,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-navisworks-manage/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-netfabb-premium,AUTODESK NETFABB PREMIUM,LP-796926949F,LP-796926949F,AD623JH,AD623JH,assignment_unverified,Autodesk,AUTODESK,7443539654628,assignment_unverified,valid,79,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-netfabb-premium/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-point-layout,AUTODESK POINT LAYOUT,LP-F05CA795D5,LP-F05CA795D5,AD325TR,AD325TR,assignment_unverified,Autodesk,AUTODESK,7443539654635,assignment_unverified,valid,99,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-point-layout/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-powerinspect,AUTODESK POWERINSPECT,LP-FB2B913484,LP-FB2B913484,AD234RB,AD234RB,assignment_unverified,Autodesk,AUTODESK,7443539654642,assignment_unverified,valid,199,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-powerinspect/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-media-e-entertainment-collection,AUTODESK MEDIA E ENTERTAINMENT COLLECTION,LP-0714B5791A,LP-0714B5791A,AD367KM,AD367KM,assignment_unverified,Autodesk,AUTODESK,7443539654659,assignment_unverified,valid,149,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-media-e-entertainment-collection/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-recap-pro,AUTODESK RECAP PRO,LP-9C2CCFAC65,LP-9C2CCFAC65,AD324LM,AD324LM,assignment_unverified,Autodesk,AUTODESK,7443539654666,assignment_unverified,valid,79,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-recap-pro/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-revit,AUTODESK REVIT,LP-121BD83762,LP-121BD83762,AD237UH,AD237UH,assignment_unverified,Autodesk,AUTODESK,7443539654673,assignment_unverified,valid,49,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-revit/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-robot-structural-analysis-professional,AUTODESK ROBOT STRUCTURAL ANALYSIS PROFESSIONAL,LP-FCD59EEED0,LP-FCD59EEED0,AD214UY,AD214UY,assignment_unverified,Autodesk,AUTODESK,7443539654680,assignment_unverified,valid,99,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-robot-structural-analysis-professional/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-structural-bridge-design,AUTODESK STRUCTURAL BRIDGE DESIGN,LP-EBEE2A66A7,LP-EBEE2A66A7,AD238HR,AD238HR,assignment_unverified,Autodesk,AUTODESK,7443539754724,assignment_unverified,valid,79,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-structural-bridge-design/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-vred-professional,AUTODESK VRED PROFESSIONAL,LP-9E703338C4,LP-9E703338C4,AD327DE,AD327DE,assignment_unverified,Autodesk,AUTODESK,7443539754731,assignment_unverified,valid,89,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-vred-professional/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
autodesk-vault-professional,AUTODESK VAULT PROFESSIONAL,LP-3AD8ECC375,LP-3AD8ECC375,AD327YC,AD327YC,assignment_unverified,Autodesk,AUTODESK,7443539754748,assignment_unverified,valid,69,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/autodesk-vault-professional/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
